income,age,english_score,prev_gpa,sem1_gpa,sem2_gpa,sem3_gpa,sem4_gpa,sem1_pred,sem2_pred,sem3_pred,sem4_pred
Lower middle income,U30,,3.0,4.0,3.69,3.33,0.0,3.41,3.8,3.57,0.0
Lower middle income,U44,,3.5,3.5,3.69,3.5,0.0,3.41,3.5,3.48,0.0
Lower middle income,u37,,2.52,3.83,3.69,3.8,0.0,3.41,3.7,3.47,0.0
Lower middle income,U44,,3.5,3.5,3.63,3.17,0.0,3.41,3.54,3.46,0.0
Lower middle income,U30,4.9,2.56,3.14,3.11,0.0,0.0,3.41,3.22,0.0,0.0
Low income,U30,6,4.0,3.25,3.75,0.0,0.0,3.41,3.39,0.0,0.0
Lower middle income,u37,4.8,3.5,3.25,3.77,3.75,0.0,3.41,3.29,3.51,0.0
Low income,u37,,3.5,3.0,3.38,0.0,0.0,3.41,3.27,0.0,0.0
Upper middle income,U30,5.3,3.25,3.42,3.5,0.0,0.0,3.41,3.47,0.0,0.0
Lower middle income,U30,3.8,2.92,2.89,3.21,0.0,0.0,3.41,3.2,0.0,0.0
Lower middle income,u37,5.8,4.0,3.7,3.88,3.75,0.0,3.41,3.58,3.66,0.0
Lower middle income,u37,,2.88,3.89,3.89,0.0,0.0,3.41,3.75,0.0,0.0
Lower middle income,u37,5.6,3.0,3.64,3.21,0.0,0.0,3.41,3.58,0.0,0.0
Upper middle income,U30,5.3,3.21,3.21,3.64,0.0,0.0,3.41,3.34,0.0,0.0
Lower middle income,U25,,3.57,3.63,0.0,0.0,0.0,3.41,0.79,0.0,0.0
Lower middle income,U30,5.2,3.28,3.0,3.07,0.0,0.0,3.41,3.21,0.0,0.0
Lower middle income,u37,4.9,3.0,3.32,2.89,0.0,0.0,3.41,3.32,0.0,0.0
Upper middle income,U30,4.8,2.93,3.92,3.73,4.0,0.0,3.41,3.73,3.74,0.0
Lower middle income,U30,5.3,3.13,3.75,3.8,0.0,0.0,3.41,3.66,0.0,0.0
Lower middle income,u37,5.4,2.98,3.54,3.61,0.0,0.0,3.41,3.54,0.0,0.0
Lower middle income,U30,5.4,3.02,3.25,3.25,0.0,0.0,3.41,3.35,0.0,0.0
Lower middle income,u37,4.8,3.41,3.42,4.0,4.0,0.0,3.41,3.4,3.59,0.0
Lower middle income,U25,,3.5,3.5,3.0,3.36,0.0,3.41,3.46,3.48,0.0
Low income,U30,5.8,3.5,4.0,3.88,0.0,0.0,3.41,3.89,0.0,0.0
Lower middle income,U30,,3.31,3.5,0.0,0.0,0.0,3.41,0.79,0.0,0.0
Lower middle income,u37,6,4.0,3.5,3.77,4.0,0.0,3.41,3.47,3.56,0.0
Lower middle income,U30,4.8,2.88,3.88,3.43,0.0,0.0,3.41,3.67,0.0,0.0
Upper middle income,U25,5.2,2.7,3.17,3.0,3.5,0.0,3.41,3.29,3.54,0.0
Upper middle income,u37,4.9,3.14,2.79,3.33,3.5,0.0,3.41,3.2,3.42,0.0
Upper middle income,U25,5.4,3.72,3.75,3.88,0.0,0.0,3.41,3.68,0.0,0.0
Lower middle income,u37,5.5,2.5,3.25,3.63,3.38,0.0,3.41,3.37,3.48,0.0
Lower middle income,u37,,3.0,3.13,3.25,3.5,3.17,3.41,3.29,3.51,3.5
Upper middle income,U25,4.7,2.42,3.0,3.13,3.5,3.5,3.41,3.21,3.47,3.5
Lower middle income,U30,5.7,3.5,3.25,3.0,0.0,0.0,3.41,3.31,0.0,0.0
Upper middle income,U30,5.7,3.05,3.36,3.36,3.67,0.0,3.41,3.42,3.51,0.0
Lower middle income,U44,5.3,4.0,3.45,3.69,0.0,0.0,3.41,3.49,0.0,0.0
High income,U30,8.5,3.71,3.58,3.5,0.0,0.0,3.41,3.59,0.0,0.0
Lower middle income,U30,4.2,3.5,3.38,3.1,0.0,0.0,3.41,3.41,0.0,0.0
Lower middle income,u37,4.8,3.14,2.62,3.0,0.0,0.0,3.41,3.18,0.0,0.0
Lower middle income,u37,,3.91,3.0,3.63,0.0,0.0,3.41,3.2,0.0,0.0
Lower middle income,U30,6,3.16,3.71,3.7,0.0,0.0,3.41,3.64,0.0,0.0
Lower middle income,U30,6.2,4.0,3.13,3.5,3.75,0.0,3.41,3.27,3.48,0.0
Lower middle income,U30,,3.43,3.88,3.75,4.0,0.0,3.41,3.73,3.67,0.0
Lower middle income,U30,5.3,3.5,3.71,3.5,0.0,0.0,3.41,3.59,0.0,0.0
Upper middle income,u37,,2.8,3.2,3.58,3.6,3.4,3.41,3.34,3.5,3.5
Lower middle income,U30,5.5,2.5,2.88,3.0,3.0,3.17,3.41,3.2,3.45,3.5
Lower middle income,u37,5.6,3.0,3.0,3.5,3.5,3.0,3.41,3.25,3.49,3.5
High income,U25,6.5,3.0,3.58,3.08,0.0,0.0,3.41,3.46,0.0,0.0
Upper middle income,U30,4.9,2.86,3.0,3.25,0.0,0.0,3.41,3.21,0.0,0.0
Lower middle income,u37,6,2.74,2.64,3.1,3.33,4.0,3.41,3.18,3.42,3.5
Lower middle income,U30,5.3,3.0,3.75,3.75,4.0,3.5,3.41,3.7,3.81,3.5
Upper middle income,U30,5.3,3.26,3.43,3.62,3.5,3.0,3.41,3.49,3.59,3.5
Lower middle income,u37,4.8,3.0,2.5,2.65,2.46,3.67,3.41,3.18,3.42,3.5
Low income,U25,7,3.42,3.95,3.92,4.0,0.0,3.41,3.89,3.82,0.0
Upper middle income,U30,5.2,3.3,3.36,3.71,0.0,0.0,3.41,3.45,0.0,0.0
Lower middle income,U30,5.4,3.5,3.04,2.88,4.0,0.0,3.41,3.22,3.46,0.0
Upper middle income,U25,5.4,3.25,3.88,3.75,0.0,0.0,3.41,3.73,0.0,0.0
Lower middle income,U30,5.5,3.0,3.75,3.33,0.0,0.0,3.41,3.66,0.0,0.0
Lower middle income,U25,5.5,2.76,3.38,3.5,0.0,0.0,3.41,3.43,0.0,0.0
Low income,U30,6,3.5,3.35,3.71,3.5,0.0,3.41,3.45,3.52,0.0
Upper middle income,U30,7,3.5,4.0,4.0,0.0,0.0,3.41,3.84,0.0,0.0
Lower middle income,U30,,3.0,3.5,3.88,3.75,0.0,3.41,3.5,3.46,0.0
Lower middle income,u37,,2.5,3.5,3.56,3.42,0.0,3.41,3.51,3.43,0.0
Lower middle income,U30,5.6,2.59,3.0,3.13,3.5,0.0,3.41,3.22,3.46,0.0
Lower middle income,U44,6,4.0,2.0,3.44,3.25,3.25,3.41,3.18,3.42,3.5
Upper middle income,u37,4.6,2.93,3.0,3.25,3.0,0.0,3.41,3.25,3.48,0.0
Lower middle income,U30,,2.5,3.5,3.29,0.0,0.0,3.41,3.48,0.0,0.0
Upper middle income,U44,5.8,3.0,3.79,3.43,0.0,0.0,3.41,3.7,0.0,0.0
Upper middle income,u37,6,3.25,2.75,3.38,3.5,0.0,3.41,3.18,3.44,0.0
Lower middle income,u37,5.6,3.89,3.88,4.0,0.0,0.0,3.41,3.76,0.0,0.0
Upper middle income,U30,5.9,2.69,2.75,3.13,3.5,0.0,3.41,3.18,3.43,0.0
Upper middle income,U30,,2.87,3.21,3.42,3.5,0.0,3.41,3.34,3.52,0.0
Lower middle income,U30,7,4.0,3.5,3.83,3.5,0.0,3.41,3.51,3.63,0.0
Lower middle income,u37,,2.75,3.2,3.29,3.5,0.0,3.41,3.33,3.44,0.0
Upper middle income,U30,5.2,3.61,3.64,3.92,0.0,0.0,3.41,3.64,0.0,0.0
Upper middle income,U30,5.5,3.34,3.57,3.71,3.67,0.0,3.41,3.61,3.68,0.0
Upper middle income,U30,6,3.16,3.75,4.0,4.0,0.0,3.41,3.7,3.76,0.0
Upper middle income,U30,4.3,3.54,3.38,3.75,0.0,0.0,3.41,3.45,0.0,0.0
Lower middle income,U30,,3.0,3.5,0.0,0.0,0.0,3.41,0.79,0.0,0.0
Lower middle income,U25,5.3,3.21,3.75,3.5,0.0,0.0,3.41,3.68,0.0,0.0
Low income,u37,5.2,3.0,3.7,3.25,0.0,0.0,3.41,3.71,0.0,0.0
Lower middle income,u37,5.3,2.93,3.63,3.25,3.5,0.0,3.41,3.57,3.61,0.0
Lower middle income,U30,5,2.61,3.65,3.82,3.5,0.0,3.41,3.52,3.67,0.0
Lower middle income,U30,5.6,3.08,3.75,3.75,4.0,0.0,3.41,3.7,3.85,0.0
Lower middle income,u37,5.7,2.66,3.5,3.29,0.0,0.0,3.41,3.45,0.0,0.0
Lower middle income,U44,5,2.0,2.54,3.0,3.5,0.0,3.41,3.18,3.43,0.0
Lower middle income,U30,4.6,3.5,2.83,2.88,3.0,0.0,3.41,3.18,3.45,0.0
Lower middle income,U30,5,3.0,3.29,3.64,0.0,0.0,3.41,3.34,0.0,0.0
Upper middle income,u37,,3.5,3.8,3.67,3.7,3.6,3.41,3.69,3.72,3.5
Lower middle income,U30,,3.0,3.5,3.38,4.0,0.0,3.41,3.53,3.63,0.0
Upper middle income,U30,6,3.21,3.27,3.5,4.0,0.0,3.41,3.35,3.51,0.0
Lower middle income,U30,5.6,2.5,3.52,3.61,0.0,0.0,3.41,3.53,0.0,0.0
Low income,U30,6.2,3.5,3.9,3.63,0.0,0.0,3.41,3.8,0.0,0.0
Lower middle income,U30,,3.0,3.55,3.15,3.5,0.0,3.41,3.51,3.53,0.0
Lower middle income,u37,,2.5,2.88,3.13,3.5,0.0,3.41,3.21,3.43,0.0
Lower middle income,u37,5.4,2.5,3.14,3.57,0.0,0.0,3.41,3.31,0.0,0.0
Upper middle income,U30,5.5,3.09,3.0,2.88,3.0,0.0,3.41,3.23,3.45,0.0
Lower middle income,U44,,3.5,2.63,3.25,3.0,0.0,3.41,3.18,3.43,0.0
Upper middle income,U30,4.9,2.76,2.92,3.13,3.5,0.0,3.41,3.19,3.5,0.0
Lower middle income,U30,,3.5,3.5,3.21,3.57,0.0,3.41,3.47,3.51,0.0
Lower middle income,U30,,3.5,3.63,3.25,3.5,0.0,3.41,3.55,3.66,0.0
Lower middle income,U30,,3.0,3.5,3.0,3.5,3.0,3.41,3.52,3.59,3.5
Upper middle income,U30,5.4,3.44,3.5,3.88,3.5,0.0,3.41,3.52,3.72,0.0
Lower middle income,u37,,2.5,3.0,3.25,3.5,0.0,3.41,3.22,3.48,0.0
Lower middle income,u37,4.8,3.2,2.5,3.06,2.94,0.0,3.41,3.18,3.42,0.0
Upper middle income,U30,5,2.99,3.5,3.57,3.63,0.0,3.41,3.47,3.58,0.0
Lower middle income,U30,5.4,2.0,3.19,3.0,0.0,0.0,3.41,3.3,0.0,0.0
Lower middle income,U30,5.7,4.0,2.86,3.07,3.25,0.0,3.41,3.18,3.42,0.0
Lower middle income,u37,5.8,4.0,3.81,3.83,0.0,0.0,3.41,3.68,0.0,0.0
Lower middle income,U30,5.2,3.0,3.25,3.7,4.0,0.0,3.41,3.36,3.6,0.0
Lower middle income,U44,,3.5,3.5,3.81,3.54,0.0,3.41,3.54,3.46,0.0
Lower middle income,U44,,3.0,3.5,3.69,3.42,0.0,3.41,3.53,3.46,0.0
Lower middle income,U30,6,3.5,3.12,3.5,3.5,0.0,3.41,3.23,3.46,0.0
Lower middle income,u37,,3.5,4.0,3.56,3.54,0.0,3.41,3.82,3.59,0.0
Lower middle income,u37,,2.5,4.0,3.56,3.67,0.0,3.41,3.8,3.55,0.0
Lower middle income,U30,5.4,3.0,3.5,3.25,4.0,4.0,3.41,3.52,3.68,3.5
Lower middle income,U30,5.5,4.0,3.38,3.5,3.71,0.0,3.41,3.43,3.51,0.0
Lower middle income,U30,4.5,3.07,3.36,3.79,0.0,0.0,3.41,3.39,0.0,0.0
Lower middle income,U25,,4.0,3.88,0.0,0.0,0.0,3.41,1.22,0.0,0.0
Lower middle income,u37,,3.0,4.0,0.0,0.0,0.0,3.41,1.17,0.0,0.0
Low income,U30,6,4.0,3.14,3.4,2.83,0.0,3.41,3.28,3.49,0.0
Lower middle income,U30,6.5,4.0,3.38,3.5,4.0,0.0,3.41,3.38,3.56,0.0
Lower middle income,U30,6.2,4.0,2.75,3.13,0.0,0.0,3.41,3.18,0.0,0.0
Lower middle income,U30,5.5,3.0,3.63,3.25,3.5,0.0,3.41,3.56,3.66,0.0
Lower middle income,u37,,3.0,2.63,3.5,2.83,3.0,3.41,3.18,3.42,3.5
Upper middle income,U30,4.9,2.79,3.13,3.63,0.0,0.0,3.41,3.25,0.0,0.0
Upper middle income,U30,4.2,3.27,3.39,3.39,0.0,0.0,3.41,3.38,0.0,0.0
Low income,U30,6,2.04,4.0,3.89,0.0,0.0,3.41,3.88,0.0,0.0
Lower middle income,u37,6,3.9,3.9,3.38,0.0,0.0,3.41,3.78,0.0,0.0
Upper middle income,U30,5.3,2.62,2.63,3.25,3.0,3.75,3.41,3.18,3.42,3.5
Upper middle income,u37,,3.08,3.38,3.38,3.5,0.0,3.41,3.44,3.55,0.0
Lower middle income,u37,7.2,3.0,3.79,3.64,0.0,0.0,3.41,3.7,0.0,0.0
Low income,U30,6,3.5,3.14,3.21,2.75,0.0,3.41,3.29,3.44,0.0
Upper middle income,U30,4.8,3.39,3.71,3.79,0.0,0.0,3.41,3.6,0.0,0.0
Lower middle income,u37,6,3.0,3.32,3.46,0.0,0.0,3.41,3.37,0.0,0.0
Lower middle income,U30,5.4,3.22,3.25,3.64,0.0,0.0,3.41,3.32,0.0,0.0
Upper middle income,u37,4.8,2.95,3.77,3.19,0.0,0.0,3.41,3.62,0.0,0.0
Lower middle income,U30,,3.0,3.29,3.29,0.0,0.0,3.41,3.39,0.0,0.0
Lower middle income,U44,,3.5,3.07,3.14,3.67,0.0,3.41,3.27,3.55,0.0
Lower middle income,u37,4.9,3.0,3.88,3.88,3.75,0.0,3.41,3.71,3.76,0.0
Lower middle income,u37,5,3.0,2.88,2.88,3.0,3.17,3.41,3.19,3.43,3.5
Lower middle income,u37,4.5,3.0,3.08,3.21,3.0,0.0,3.41,3.26,3.43,0.0
Upper middle income,u37,5.1,3.28,2.75,3.27,3.75,0.0,3.41,3.18,3.42,0.0
Lower middle income,U30,4.7,3.0,3.0,2.85,3.0,0.0,3.41,3.19,3.43,0.0
High income,U25,,2.75,3.13,3.67,0.0,0.0,3.41,3.26,0.0,0.0
Lower middle income,U30,5.4,2.97,3.38,3.0,0.0,0.0,3.41,3.43,0.0,0.0
Upper middle income,U30,5.9,3.06,3.08,0.0,0.0,0.0,3.41,1.39,0.0,0.0
Lower middle income,U25,6.6,4.0,3.38,3.17,3.75,0.0,3.41,3.39,3.51,0.0
Lower middle income,u37,,3.0,2.63,3.0,3.0,2.83,3.41,3.18,3.43,3.5
Lower middle income,u37,,3.5,3.17,3.44,3.25,0.0,3.41,3.32,3.42,0.0
Upper middle income,U30,4.8,2.75,3.2,3.38,0.0,0.0,3.41,3.28,0.0,0.0
High income,U30,4.9,3.18,3.54,3.29,0.0,0.0,3.41,3.43,0.0,0.0
High income,U30,,3.29,3.29,3.38,3.3,0.0,3.41,3.32,3.52,0.0
Lower middle income,u37,5.5,3.5,3.58,3.59,0.0,0.0,3.41,3.55,0.0,0.0
Lower middle income,u37,5,2.75,2.92,3.0,3.11,0.0,3.41,3.19,3.42,0.0
Upper middle income,U30,,2.72,3.75,3.88,0.0,0.0,3.41,3.7,0.0,0.0
Lower middle income,U30,6,3.0,3.75,3.78,0.0,0.0,3.41,3.63,0.0,0.0
Lower middle income,u37,5,2.75,2.67,3.06,3.0,0.0,3.41,3.18,3.42,0.0
Lower middle income,U44,5.2,4.0,2.75,3.39,0.0,0.0,3.41,3.19,0.0,0.0
Lower middle income,u37,5.7,3.5,3.29,3.46,0.0,0.0,3.41,3.33,0.0,0.0
Lower middle income,U30,5.5,3.0,3.63,3.77,4.0,0.0,3.41,3.55,3.65,0.0
Lower middle income,U30,6,3.5,3.38,4.0,4.0,0.0,3.41,3.41,3.58,0.0
Lower middle income,u37,5,3.66,2.75,3.04,3.0,0.0,3.41,3.18,3.42,0.0
High income,U44,6,3.23,3.6,3.5,3.63,0.0,3.41,3.52,3.56,0.0
Lower middle income,U30,5,4.0,3.38,3.44,0.0,0.0,3.41,3.34,0.0,0.0
Lower middle income,U30,5,2.76,3.0,2.92,3.5,0.0,3.41,3.18,3.43,0.0
Lower middle income,U25,5.6,3.84,3.75,3.75,0.0,0.0,3.41,3.67,0.0,0.0
Upper middle income,U25,5.4,2.78,2.75,3.13,0.0,0.0,3.41,3.18,0.0,0.0
Lower middle income,U30,5.5,3.58,3.5,3.63,0.0,0.0,3.41,3.52,0.0,0.0
High income,U30,7,3.0,3.6,3.8,3.63,0.0,3.41,3.53,3.68,0.0
Upper middle income,U30,5.5,3.43,3.8,3.7,0.0,0.0,3.41,3.67,0.0,0.0
Upper middle income,U25,4.8,3.46,3.5,3.5,3.5,0.0,3.41,3.44,3.69,0.0
Lower middle income,U30,5,2.0,2.5,2.88,3.5,4.0,3.41,3.18,3.42,3.5
Lower middle income,U30,5.4,3.0,4.0,3.9,4.0,0.0,3.41,3.83,3.89,0.0
Upper middle income,U30,6,3.34,3.5,3.63,3.5,0.0,3.41,3.51,3.55,0.0
Lower middle income,U30,5.2,3.5,2.88,3.25,4.0,3.0,3.41,3.19,3.46,3.5
Upper middle income,U30,5.4,3.1,3.5,3.73,0.0,0.0,3.41,3.53,0.0,0.0
Lower middle income,u37,6,3.5,3.79,3.75,0.0,0.0,3.41,3.63,0.0,0.0
Lower middle income,U44,4,3.0,2.88,2.94,0.0,0.0,3.41,3.19,0.0,0.0
Lower middle income,u37,5.5,3.0,3.38,3.5,0.0,0.0,3.41,3.42,0.0,0.0
Upper middle income,U30,5.2,3.21,3.1,3.1,4.0,0.0,3.41,3.29,3.58,0.0
Lower middle income,U30,5.5,4.0,4.0,4.0,0.0,0.0,3.41,3.84,0.0,0.0
Upper middle income,U30,4.8,3.09,3.38,3.5,0.0,0.0,3.41,3.39,0.0,0.0
Upper middle income,U30,5.4,3.28,3.25,3.5,3.5,0.0,3.41,3.37,3.53,0.0
Lower middle income,U30,6,2.99,3.83,3.81,4.0,0.0,3.41,3.67,3.78,0.0
Lower middle income,U30,5.5,3.93,3.82,3.96,0.0,0.0,3.41,3.74,0.0,0.0
Lower middle income,U30,5.5,3.5,3.9,3.88,0.0,0.0,3.41,3.73,0.0,0.0
Lower middle income,U30,5.7,3.5,3.9,3.4,0.0,0.0,3.41,3.69,0.0,0.0
Lower middle income,U30,6,3.5,3.6,3.38,0.0,0.0,3.41,3.51,0.0,0.0
Lower middle income,U44,5.7,3.5,4.0,4.0,0.0,0.0,3.41,3.84,0.0,0.0
Lower middle income,U44,6,4.0,4.0,4.0,0.0,0.0,3.41,3.85,0.0,0.0
Lower middle income,U44,5.5,3.5,3.73,3.73,0.0,0.0,3.41,3.69,0.0,0.0
Upper middle income,u37,5,2.52,3.08,3.25,4.0,0.0,3.41,3.24,3.55,0.0
Upper middle income,u37,5.3,2.27,3.13,3.38,0.0,0.0,3.41,3.29,0.0,0.0
Lower middle income,u37,6.5,4.0,3.73,3.73,0.0,0.0,3.41,3.67,0.0,0.0
Lower middle income,U25,5,2.27,3.25,3.11,0.0,0.0,3.41,3.24,0.0,0.0
Lower middle income,U30,4,2.68,3.54,3.36,0.0,0.0,3.41,3.49,0.0,0.0
Lower middle income,u37,4.8,3.0,3.3,3.4,3.75,0.0,3.41,3.35,3.45,0.0
Upper middle income,U25,4,3.46,3.75,3.75,0.0,0.0,3.41,3.67,0.0,0.0
Upper middle income,u37,5.8,3.167,2.5,3.1,3.13,0.0,3.41,3.18,3.42,0.0
Lower middle income,U25,6.5,3.5,3.5,3.7,0.0,0.0,3.41,3.45,0.0,0.0
Lower middle income,U44,5.5,3.0,3.86,4.0,4.0,0.0,3.41,3.78,3.72,0.0
Lower middle income,u37,5,3.0,3.77,3.85,4.0,0.0,3.41,3.61,3.68,0.0
Lower middle income,u37,5,2.5,3.14,3.5,3.0,0.0,3.41,3.26,3.42,0.0
Lower middle income,U30,4,3.0,2.88,2.92,3.42,0.0,3.41,2.94,3.42,0.0
Lower middle income,u37,4.8,2.5,3.04,3.12,3.4,0.0,3.41,3.2,3.42,0.0
Lower middle income,U30,4.5,2.5,2.92,2.83,2.88,0.0,3.41,2.95,3.42,0.0
Upper middle income,u37,3.5,3.39,2.83,3.2,3.0,0.0,3.41,3.2,3.42,0.0
Upper middle income,U30,4.8,3.27,3.63,3.32,0.0,0.0,3.41,3.52,0.0,0.0
Upper middle income,U30,4.2,3.82,3.13,3.0,0.0,0.0,3.41,3.28,0.0,0.0
Upper middle income,U30,5.5,3.2,3.11,3.5,0.0,0.0,3.41,3.28,0.0,0.0
Upper middle income,U30,4.5,3.07,3.0,2.88,3.5,0.0,3.41,3.21,3.44,0.0
Lower middle income,u37,6.5,3.0,3.38,3.54,4.0,0.0,3.41,3.41,3.49,0.0
Lower middle income,U44,6,3.5,3.5,3.64,0.0,0.0,3.41,3.51,0.0,0.0
High income,U30,4.8,3.8,3.39,3.54,0.0,0.0,3.41,3.31,0.0,0.0
Upper middle income,U30,4.5,3.38,3.88,3.63,4.0,0.0,3.41,3.78,3.73,0.0
Upper middle income,U30,4.5,3.66,4.0,4.0,0.0,0.0,3.41,3.84,0.0,0.0
Upper middle income,U30,4.5,3.55,3.81,3.85,4.0,0.0,3.41,3.73,3.73,0.0
Lower middle income,U30,6.2,3.5,4.0,3.7,0.0,0.0,3.41,3.78,0.0,0.0
Lower middle income,U30,4.4,3.5,2.92,3.25,3.5,0.0,3.41,3.18,3.46,0.0
Lower middle income,U30,7.5,4.0,3.3,3.5,3.5,0.0,3.41,3.36,3.57,0.0
Upper middle income,U30,5.4,3.19,3.6,3.4,0.0,0.0,3.41,3.56,0.0,0.0
Upper middle income,U30,4.8,3.35,3.04,3.33,0.0,0.0,3.41,3.22,0.0,0.0
Lower middle income,u37,4,2.5,3.13,3.29,0.0,0.0,3.41,3.26,0.0,0.0
Lower middle income,U30,6.4,4.0,3.7,3.53,0.0,0.0,3.41,3.6,0.0,0.0
Lower middle income,U30,7,4.0,2.5,3.4,3.4,0.0,3.41,3.19,3.42,0.0
Upper middle income,U30,3.5,4.0,3.25,3.5,0.0,0.0,3.41,3.32,0.0,0.0
Low income,U30,6.2,4.0,3.77,3.5,4.0,3.75,3.41,3.75,3.74,3.33
Lower middle income,U44,5.6,4.0,3.5,3.65,0.0,0.0,3.41,3.57,0.0,0.0
Upper middle income,U30,7,2.76,3.4,3.6,0.0,0.0,3.41,3.49,0.0,0.0
Lower middle income,U30,6,2.67,3.88,3.77,0.0,0.0,3.41,3.73,0.0,0.0
Lower middle income,U30,6,2.96,3.25,3.63,0.0,0.0,3.41,3.32,0.0,0.0
Lower middle income,U30,6,2.95,2.75,3.75,0.0,0.0,3.41,3.18,0.0,0.0
Upper middle income,U25,4.5,3.68,3.35,3.85,0.0,0.0,3.41,3.4,0.0,0.0
Low income,U30,5.9,4.0,4.0,4.0,0.0,0.0,3.41,3.9,0.0,0.0
Low income,U30,5.8,4.0,4.0,4.0,0.0,0.0,3.41,3.9,0.0,0.0
Lower middle income,u37,4.9,2.0,2.85,3.17,3.0,0.0,3.41,3.19,3.46,0.0
Lower middle income,U30,6.5,4.0,3.4,3.5,0.0,0.0,3.41,3.38,0.0,0.0
Upper middle income,U30,5.8,3.12,3.9,4.0,0.0,0.0,3.41,3.77,0.0,0.0
Upper middle income,U30,4.8,3.1,3.7,3.8,0.0,0.0,3.41,3.59,0.0,0.0
Upper middle income,U30,4.8,2.99,3.2,2.7,4.0,0.0,3.41,3.31,3.51,0.0
Lower middle income,U30,4,2.97,2.83,3.4,3.0,0.0,3.41,3.08,3.44,0.0
Upper middle income,u37,4.6,3.56,2.8,2.4,3.63,0.0,3.41,3.2,3.42,0.0
High income,U30,5.2,2.77,3.08,3.88,0.0,0.0,3.41,3.26,0.0,0.0
Low income,U30,6,3.19,3.2,3.1,3.38,0.0,3.41,3.35,3.45,0.0
Lower middle income,U30,5,2.72,3.13,3.37,0.0,0.0,3.41,3.24,0.0,0.0
Lower middle income,U30,5.4,3.0,3.63,3.75,4.0,0.0,3.41,3.62,3.68,0.0
Lower middle income,U30,5,3.0,3.88,3.88,0.0,0.0,3.41,3.71,0.0,0.0
Low income,u37,6,3.0,3.63,3.89,0.0,0.0,3.41,3.61,0.0,0.0
Upper middle income,U30,3.9,3.15,2.75,2.75,0.0,0.0,3.41,3.18,0.0,0.0
Upper middle income,U44,6.2,3.03,3.0,3.3,3.0,0.0,3.41,3.23,3.43,0.0
Lower middle income,u37,5.9,4.0,3.71,3.7,0.0,0.0,3.41,3.63,0.0,0.0
Lower middle income,u37,5,1.0,3.75,3.5,0.0,0.0,3.41,3.59,0.0,0.0
Lower middle income,u37,4.5,2.75,3.07,3.5,3.0,0.0,3.41,3.2,3.43,0.0
Upper middle income,u37,4.5,2.94,3.88,3.88,4.0,0.0,3.41,3.75,3.78,0.0
Upper middle income,U30,5.3,3.6,3.17,3.5,0.0,0.0,3.41,3.28,0.0,0.0
Lower middle income,U30,5.5,2.0,2.4,2.9,3.25,0.0,3.41,3.18,3.42,0.0
Lower middle income,U30,4.8,4.0,3.92,3.73,4.0,0.0,3.41,3.69,3.84,0.0
Low income,U30,6.5,3.0,2.9,3.1,3.75,0.0,3.41,3.22,3.44,0.0
Lower middle income,U25,5.5,3.05,3.75,3.63,0.0,0.0,3.41,3.66,0.0,0.0
Low income,U30,5.2,3.05,3.63,3.73,3.5,0.0,3.41,3.66,3.74,0.0
Lower middle income,U25,6.2,3.82,4.0,3.88,0.0,0.0,3.41,3.81,0.0,0.0
Lower middle income,U30,6,3.06,4.0,3.79,0.0,0.0,3.41,3.83,0.0,0.0
Low income,U30,5,3.39,3.75,3.83,0.0,0.0,3.41,3.67,0.0,0.0
Lower middle income,U30,5.9,3.0,3.3,3.75,0.0,0.0,3.41,3.34,0.0,0.0
Lower middle income,U30,5.4,4.0,3.31,3.08,3.0,3.5,3.41,3.41,3.52,3.5
Upper middle income,u37,5.5,2.54,3.63,3.5,0.0,0.0,3.41,3.63,0.0,0.0
Lower middle income,U30,4.7,2.5,3.08,2.92,0.0,0.0,3.41,3.21,0.0,0.0
Lower middle income,U30,6.5,4.0,3.4,3.5,3.75,0.0,3.41,3.4,3.52,0.0
Lower middle income,u37,5.5,4.0,4.0,4.0,0.0,0.0,3.41,3.85,0.0,0.0
Upper middle income,U30,4.9,2.84,3.42,3.42,0.0,0.0,3.41,3.4,0.0,0.0
Lower middle income,U30,5.4,2.94,3.5,3.88,4.0,0.0,3.41,3.52,3.75,0.0
Low income,U30,6.2,4.0,3.38,3.63,0.0,0.0,3.41,3.49,0.0,0.0
Upper middle income,U30,6,3.76,3.88,3.63,0.0,0.0,3.41,3.78,0.0,0.0
Lower middle income,u37,7,4.0,3.8,3.89,4.0,4.0,3.41,3.69,3.61,3.49
Low income,U30,6.5,3.7,3.75,3.88,0.0,0.0,3.41,3.75,0.0,0.0
Lower middle income,U30,6.2,2.44,3.0,3.13,3.5,3.2,3.41,3.22,3.49,3.5
Upper middle income,U30,5,3.23,3.13,3.38,4.0,0.0,3.41,3.28,3.52,0.0
Upper middle income,u37,5.6,3.06,3.25,3.5,3.5,0.0,3.41,3.41,3.63,0.0
Upper middle income,u37,5,3.1,3.5,3.63,4.0,0.0,3.41,3.48,3.56,0.0
Upper middle income,u37,4.5,3.13,2.75,3.13,3.5,0.0,3.41,3.19,3.43,0.0
Upper middle income,U30,4.5,3.18,3.77,3.63,4.0,0.0,3.41,3.72,3.69,0.0
Lower middle income,U30,6,4.0,3.63,3.67,3.5,4.0,3.41,3.6,3.7,3.5
Lower middle income,U30,5,3.14,4.0,3.5,3.5,0.0,3.41,3.77,3.81,0.0
Lower middle income,U30,5,3.5,3.75,3.63,0.0,0.0,3.41,3.62,0.0,0.0
